"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm3693",0.0621857239427932,1.35235827476065,0.053,0.017,1
"Resf1",0.0622841483123925,0.767395774039492,0.132,0.072,1
"Gemin6",0.0624852688969849,0.737022124995973,0.135,0.083,1
"Rpusd4",0.0624852688975244,0.737022124995973,0.135,0.083,1
"C130036L24Rik",0.0625333100233431,0.658871317261323,0.169,0.11,1
"Kcnh4",0.0628400852832703,-0.504408841422034,0.201,0.276,1
"Phldb2",0.0628678077133177,-0.887956054573062,0.06,0.094,1
"Lactb2",0.062871441660268,0.681239130289778,0.166,0.099,1
"Zdhhc24",0.0630225175417423,0.572379791634349,0.207,0.138,1
"Igflr1",0.0632606435370162,0.59747077259718,0.191,0.133,1
"Ddx51",0.0633058644719925,0.62603992479395,0.179,0.122,1
"Zfp212",0.063318059271354,0.530356576738643,0.238,0.16,1
"Pkmyt1",0.0633686616158623,0.797143117433544,0.125,0.072,1
"Insyn2b",0.0633809669268169,1.07551806940182,0.075,0.028,1
"4932441J04Rik",0.0633809669270951,1.07551806940182,0.072,0.033,1
"Cks1b",0.0634983735600637,0.892926656123351,0.1,0.05,1
"Nsun7",0.0634983735600676,0.892926656123351,0.097,0.055,1
"Cela1",0.0635221137056353,1.18243327331834,0.063,0.028,1
"Efcab12",0.0635221137384499,1.18243327331834,0.066,0.022,1
"Hus1",0.0635711873003648,0.767395774039492,0.125,0.083,1
"Dmrtc1a",0.0635711873003718,0.767395774039492,0.129,0.077,1
"Abi3",0.0637742713932059,0.803921650064606,0.119,0.066,1
"Stag2",0.0639675223594371,0.359311035402415,0.458,0.354,1
"Eif2ak3",0.0640301225614665,0.458764501765587,0.295,0.21,1
"Plekhg2",0.0643026206659398,-0.998138972323484,0.041,0.083,1
"Snap29",0.0643144096728884,0.52030291207472,0.245,0.166,1
"Prdm11",0.0644247455578487,1.59747077259718,0.041,0.011,1
"Srcap",0.0644307120093945,0.648096845667148,0.163,0.105,1
"Rrp1b",0.064499054238661,0.693395192595715,0.154,0.094,1
"Siah3",0.0646469565188351,0.966704582262898,0.088,0.039,1
"Klf4",0.0646469565188352,0.966704582262898,0.088,0.039,1
"Zswim9",0.0646700370698498,0.803921650064606,0.116,0.061,1
"Pibf1",0.0647359062747016,0.767395774039492,0.122,0.077,1
"2900052L18Rik",0.0647971208059294,1.12103272865419,0.069,0.028,1
"Gpc4",0.0648079409240502,0.98978819537594,0.082,0.039,1
"Gm16062",0.0648079409245031,0.98978819537594,0.082,0.039,1
"Zfp712",0.0648088286712678,0.98978819537594,0.085,0.033,1
"Nme4",0.0648088286716184,0.98978819537594,0.085,0.033,1
"Grem2",0.0648709161018189,0.483092751452047,0.263,0.199,1
"Dgkk",0.0650306166134305,1.68493361384752,0.038,0.011,1
"Errfi1",0.0650344303572768,0.426358856204425,0.332,0.254,1
"Kcnu1",0.0650425321803014,1.25282260120973,0.056,0.022,1
"Nedd1",0.0650425321803018,1.25282260120973,0.056,0.022,1
"Gm48623",0.065042532180302,1.25282260120973,0.056,0.022,1
"Clip4",0.0650556488691154,0.313456923944256,0.552,0.481,1
"Sufu",0.0650739033292105,0.577292890659549,0.197,0.133,1
"Clcn5",0.0650807062711974,0.693395192595715,0.147,0.105,1
"Nupr1",0.0651498916922197,0.628233026367867,0.204,0.105,1
"Rai2",0.0651710681085563,0.834509969898029,0.113,0.066,1
"Lrrc27",0.065238816493398,0.947968019681313,0.088,0.05,1
"Mreg",0.0653382065377759,1.88287299145943,0.038,0.006,1
"1700010I14Rik",0.0653382065377965,1.88287299145943,0.038,0.006,1
"Faxc",0.0653382065378355,1.88287299145943,0.038,0.006,1
"Pidd1",0.0653382065378356,1.88287299145943,0.038,0.006,1
"Rbm38",0.0653382065378551,1.88287299145943,0.038,0.006,1
"Scara3",0.0654781240059304,0.560944896572066,0.213,0.144,1
"Eva1c",0.0655875418836085,1.35235827476065,0.05,0.017,1
"Fyco1",0.0657059995287796,0.422484361151291,0.326,0.276,1
"Tesc",0.0658971774981422,-0.259041785889811,0.793,0.691,1
"Szrd1",0.0659784126430163,0.418061521811478,0.329,0.287,1
"Zfp36l2",0.0659892919800874,0.360351065514179,0.414,0.337,1
"Zfp213",0.0662039858729238,0.63615124076124,0.169,0.11,1
"Scyl3",0.0662275904888919,0.418731296680002,0.335,0.26,1
"Ttc38",0.0662525696893532,0.947968019681313,0.094,0.039,1
"Nos1",0.0664612044542924,0.613067627648198,0.223,0.177,1
"Plk3",0.0664947400530352,0.564902910140749,0.201,0.149,1
"Slc19a1",0.0666946298804467,0.450366478564969,0.304,0.215,1
"Cpm",0.066913148864383,-0.657102054488418,0.113,0.149,1
"Prdm10",0.0669657418874281,0.580982649808611,0.204,0.16,1
"Ptrhd1",0.0669672858206415,0.348791659740456,0.433,0.392,1
"Zbtb48",0.0672499000527366,0.629892250289557,0.169,0.11,1
"Kiz",0.06727448059376,0.537913927916725,0.226,0.155,1
"Myo7a",0.0673181299131723,0.71586547339941,0.144,0.088,1
"1700008O03Rik",0.0675175192985841,0.767395774039492,0.129,0.066,1
"Dennd3",0.0675189995315772,0.767395774039492,0.122,0.072,1
"Slc38a6",0.0675311107640596,0.767395774039492,0.122,0.072,1
"Nr6a1",0.0677733769640195,0.852284671626006,0.103,0.055,1
"Hist2h3c1",0.0677844903799003,0.852284671626006,0.1,0.055,1
"Mcam",0.0678088774289442,-0.499390766655409,0.207,0.315,1
"Lix1l",0.0678120075722562,0.511740898571296,0.241,0.182,1
"Tob2",0.0678372160913287,0.496943896643215,0.263,0.177,1
"Fut10",0.0678638694569988,0.709680276183205,0.138,0.083,1
"Eci2",0.0679973315981483,0.357751533530867,0.448,0.343,1
"Clec4a2",0.068075730698389,1.5043613682057,0.044,0.011,1
"Zfp781",0.0680757306984437,1.5043613682057,0.044,0.011,1
"Gm10401",0.0680757306984616,1.5043613682057,0.044,0.011,1
"Gm48933",0.0680757306985578,1.5043613682057,0.044,0.011,1
"Adrb3",0.0680757306985646,1.5043613682057,0.044,0.011,1
"Catsperd",0.0680757306985762,1.5043613682057,0.044,0.011,1
"BC051142",0.0680757306985778,1.5043613682057,0.044,0.011,1
"Fbn2",0.0680757306985921,1.5043613682057,0.044,0.011,1
"Tbc1d2",0.0680757306985982,1.5043613682057,0.044,0.011,1
"L3mbtl1",0.0680757306986475,1.5043613682057,0.044,0.011,1
"6720427I07Rik",0.068191411389651,0.604666274001384,0.179,0.127,1
"Ppil6",0.0683054663477174,0.892926656123351,0.094,0.055,1
"Dsel",0.0684666870664022,0.613067627648198,0.176,0.11,1
"Ccl25",0.06850405840015,0.550165057818823,0.213,0.149,1
"S1pr5",0.0685545007399928,-0.519485373748669,0.188,0.249,1
"Ano1",0.0686109265810185,0.98978819537594,0.088,0.039,1
"Rhoj",0.0687807673910951,0.98978819537594,0.082,0.033,1
"Parvb",0.0688385912232925,0.45252243668608,0.307,0.221,1
"Scn9a",0.0689970019988138,-1.40252922740282,0.016,0.044,1
"Gm4189",0.0693588015120498,-1.02401760414909,0.038,0.072,1
"Gm17354",0.0693769360888697,1.07551806940182,0.069,0.033,1
"A830031A19Rik",0.0694149264321234,1.88287299145943,0.034,0.006,1
"Tigd3",0.0694149264321235,1.88287299145943,0.034,0.006,1
"Palb2",0.0694149264321238,1.88287299145943,0.034,0.006,1
"Map3k21",0.0694149264321238,1.88287299145943,0.034,0.006,1
"Zfp968",0.0694149264321239,1.88287299145943,0.034,0.006,1
"4930553P18Rik",0.069414926432124,1.88287299145943,0.034,0.006,1
"E130006D01Rik",0.069414926432124,1.88287299145943,0.034,0.006,1
"Gm14308",0.069414926432124,1.88287299145943,0.034,0.006,1
"Gm32856",0.0694149264321241,1.88287299145943,0.034,0.006,1
"Rflna",0.0694149264321242,1.88287299145943,0.034,0.006,1
"Aldob",0.0694149264321242,1.88287299145943,0.034,0.006,1
"Npsr1",0.0694149264321242,1.88287299145943,0.034,0.006,1
"Smad5",0.0694258974510096,0.415094030108611,0.323,0.287,1
"Bgn",0.069535133154483,-0.682637146595556,0.15,0.149,1
"Mthfs",0.0696705196241279,0.667860100488578,0.157,0.088,1
"Srm",0.0699834948447306,0.212806922361855,0.806,0.724,1
"Tmem167b",0.0700828416413887,0.483092751452047,0.27,0.182,1
"Mettl3",0.0702891544048336,0.484088973179437,0.26,0.199,1
"C030029H02Rik",0.0702896970980658,-1.19607834993539,0.025,0.061,1
"Wdr27",0.0702985273310062,0.737022124995973,0.125,0.083,1
"Parp3",0.0703136957487868,-1.27699834531896,0.022,0.05,1
"Mboat1",0.0703136957487868,-1.27699834531896,0.022,0.05,1
"Lpp",0.0704695224357895,-0.895569238682937,0.05,0.094,1
"Myh11",0.0706501202766462,-1.37396007520605,0.05,0.033,1
"Alg8",0.0708888355448674,0.803921650064606,0.113,0.061,1
"Rad9a",0.0710308009753087,0.613067627648198,0.169,0.116,1
"Slc35d1",0.0710308009753259,0.613067627648198,0.176,0.105,1
"Plin2",0.0710625881999551,0.734974296347115,0.132,0.077,1
"Fcgr3",0.0711176264603031,0.458764501765587,0.273,0.221,1
"Cpox",0.071173772335437,0.361982693649049,0.429,0.32,1
"Sorcs1",0.0711971660378257,0.381742081541743,0.395,0.331,1
"Kdm3a",0.0712870724672415,0.354118732625086,0.439,0.348,1
"Gpr3",0.0715114205487327,1.18243327331834,0.06,0.022,1
"Gm45447",0.0715114205487507,1.18243327331834,0.06,0.022,1
"Lamp2",0.0717437786623422,-0.271879374693948,0.567,0.624,1
"4930506C21Rik",0.0717967129787595,-1.11712700854057,0.038,0.061,1
"Clic1",0.0718116996643156,0.457440320818206,0.298,0.21,1
"Gpr21",0.07199341946914,1.31993679706827,0.05,0.022,1
"Adam12",0.0720791992795707,-1.01021180462406,0.038,0.077,1
"Nynrin",0.0722154372607036,0.852284671626006,0.097,0.055,1
"Nup43",0.072215437260705,0.852284671626006,0.097,0.055,1
"Prrg1",0.0722884876905374,-0.887956054573062,0.053,0.099,1
"Enkur",0.0722997878447169,1.12103272865419,0.066,0.022,1
"Ccdc160",0.0722997878447172,1.12103272865419,0.066,0.022,1
"Gimap6",0.072299788124058,1.12103272865419,0.063,0.028,1
"Degs2",0.0722997881240581,1.12103272865419,0.063,0.028,1
"Dse",0.0722997881240584,1.12103272865419,0.063,0.028,1
"Gm13031",0.0722997881240589,1.12103272865419,0.063,0.028,1
"4930523C07Rik",0.0723482125898336,-1.4956386317943,0.013,0.039,1
"Mindy4b-ps",0.0723482125899811,-1.4956386317943,0.013,0.039,1
"Rrm2",0.0723482125899833,-1.4956386317943,0.013,0.039,1
"Ppef2",0.0723482125900455,-1.4956386317943,0.013,0.039,1
"Tcfl5",0.0723482125901377,-1.4956386317943,0.013,0.039,1
"2810414N06Rik",0.0723482125907636,-1.4956386317943,0.013,0.039,1
"Zfp41",0.0724130826079097,0.80692413822613,0.11,0.061,1
"Ccser1",0.0724130826079264,0.80692413822613,0.11,0.061,1
"Sil1",0.0724560100791586,0.389591180959624,0.367,0.287,1
"Nfatc2ip",0.0725544151609495,1.01893454103546,0.075,0.033,1
"Gpx8",0.0726380165136368,-0.624921648739268,0.138,0.16,1
"Nfxl1",0.0728539473389381,0.684933613847519,0.141,0.088,1
"Arhgef37",0.07299243191688,1.5043613682057,0.041,0.011,1
"Prss35",0.0729924319168801,1.5043613682057,0.041,0.011,1
"A2m",0.0731938871548141,-1.11712700854057,0.038,0.061,1
"Dennd4c",0.0732297900086092,0.641864891955633,0.157,0.105,1
"Aldh6a1",0.0733212117241335,0.309545191221675,0.511,0.431,1
"Mpzl1",0.0733985598169196,0.348443224757265,0.408,0.359,1
"Fkbp14",0.0734857942866723,0.767395774039492,0.116,0.072,1
"Dclre1b",0.0735539994083362,0.803921650064606,0.107,0.066,1
"0610009L18Rik",0.0736968677304342,0.496943896643215,0.248,0.188,1
"Slc25a45",0.0737220813957531,1.04041426844591,0.072,0.039,1
"Hps5",0.0737286520271887,0.569456396427583,0.197,0.122,1
"Ccdc88b",0.0737498610852132,0.919398867484542,0.088,0.039,1
"Nr2c1",0.0738241265157659,0.604666274001384,0.176,0.122,1
"Jrk",0.0739496278925633,0.904899297789427,0.088,0.05,1
"Cenpf",0.0739528455172217,1.01250827187602,0.078,0.039,1
"Nxt2",0.074114594808125,0.367648145785244,0.386,0.331,1
"Focad",0.0742090538958566,0.386791771824522,0.376,0.282,1
"Sco2",0.0742346227821845,0.41416355923412,0.357,0.254,1
"Cdhr3",0.074273077515469,1.18243327331834,0.056,0.022,1
"Tnfrsf4",0.0742730775154691,1.18243327331834,0.056,0.022,1
"A730098A19Rik",0.0742730775154709,1.18243327331834,0.056,0.022,1
"Batf3",0.0742730775154716,1.18243327331834,0.056,0.022,1
"Ush1g",0.0743112079994266,1.5043613682057,0.041,0.017,1
"Tut1",0.0743959983468838,0.550165057818823,0.213,0.138,1
"Wdcp",0.0744219996890604,0.737022124995973,0.125,0.077,1
"Polg2",0.0747656692527484,0.98978819537594,0.075,0.039,1
"Ccdc15",0.0748084727452093,-1.62492164873927,0.009,0.033,1
"3110001I22Rik",0.0748084727455054,-1.62492164873927,0.009,0.033,1
"4931415C17Rik",0.0748084727456143,-1.62492164873927,0.009,0.033,1
"Prrx2",0.074808472745628,-1.62492164873927,0.009,0.033,1
"Gm31251",0.074808472745641,-1.62492164873927,0.009,0.033,1
"Cyp2c23",0.0748084727457169,-1.62492164873927,0.009,0.033,1
"Abca4",0.0748450744643981,-1.34808144338044,0.025,0.044,1
"Pir",0.0748866503914348,0.684933613847519,0.144,0.083,1
"Tmem179b",0.0748911392664075,0.496943896643215,0.245,0.177,1
"Brip1os",0.0749215205682372,0.564902910140749,0.204,0.122,1
"Gbe1",0.0750616818191431,0.53998527793642,0.207,0.16,1
"Asb3",0.0750819968588593,0.619838585625634,0.172,0.11,1
"Sfrp1",0.075116661212439,0.860505178430974,0.11,0.061,1
"Fgf14",0.0753109818239042,0.415632449611367,0.339,0.238,1
"Mns1",0.0755354499978952,-1.0976746458744,0.038,0.066,1
"Abcc1",0.0755756989346128,0.611276572122211,0.179,0.116,1
"Fbxo4",0.075664110057363,0.709680276183205,0.138,0.072,1
"Tnfrsf11b",0.0759713424708418,1.88287299145943,0.031,0.006,1
"Mmp14",0.0760026498785472,0.966704582262898,0.078,0.044,1
"Nod1",0.0761074981086633,0.845398286040765,0.097,0.061,1
"Fam166b",0.0763183977029816,-1.81756672668166,0.006,0.028,1
"Rimbp3",0.0763183977031403,-1.81756672668166,0.006,0.028,1
"Gm2990",0.0763183977034527,-1.81756672668166,0.006,0.028,1
"Rhob",0.0764097761355099,0.145907397293222,0.994,0.945,1
"Amotl1",0.0764173344486553,0.491761331426064,0.266,0.182,1
"Zfp14",0.0765381791946873,0.684933613847519,0.138,0.094,1
"Slc16a2",0.076667288995095,0.424321870280581,0.351,0.232,1
"9030025P20Rik",0.0767880063987221,0.860505178430973,0.097,0.05,1
"Gm9774",0.076796989070978,0.767395774039493,0.113,0.066,1
"Fzd8",0.0767974609496134,0.767395774039493,0.116,0.061,1
"Trp53bp2",0.0768113770921277,0.402310096736001,0.382,0.293,1
"Sirt1",0.0768259087805136,0.569456396427583,0.188,0.127,1
"Zfp748",0.07692402932057,0.667860100488578,0.15,0.088,1
"1700012B09Rik",0.0771565815724439,-1.33213989951142,0.019,0.044,1
"Etv6",0.0771596935317037,0.653738992243925,0.154,0.105,1
"Plek",0.0772396656636699,0.641864891955633,0.157,0.094,1
"Dnajc24",0.077417136649517,0.416898526955359,0.304,0.249,1
"Crispld1",0.0774236175033261,-1.03995914801811,0.034,0.066,1
"Lipt1",0.0774449175360779,0.852284671626006,0.097,0.05,1
"Sema3b",0.0775019025384564,-1.06549424012525,0.041,0.072,1
"Slc16a6",0.077664534764644,-0.710651522765152,0.085,0.133,1
"Nhs",0.0777390276582975,0.734974296347115,0.119,0.077,1
"Hps1",0.0777561084031006,0.60564470404288,0.176,0.105,1
"Mknk1",0.0778384546752378,0.408146052946395,0.342,0.265,1
"Dnajc2",0.0780487956610982,0.318698963409417,0.483,0.403,1
"Apold1",0.0780577653331742,1.13662958370521,0.066,0.033,1
"Rnaset2b",0.0780709904420541,0.39847019961496,0.345,0.287,1
"A430027H14Rik",0.0782781300604552,0.860505178430973,0.091,0.05,1
"Ing5",0.0784071036209009,0.641864891955633,0.154,0.094,1
"Hspb6",0.0784071036213051,0.641864891955633,0.157,0.088,1
"Gm29666",0.0784196972191634,1.26989611456868,0.05,0.017,1
"Tmem254a",0.0784196972194346,1.26989611456868,0.05,0.017,1
"Dnah9",0.0784196972195278,1.26989611456868,0.05,0.017,1
"D3Ertd751e",0.0786003200884039,0.767395774039492,0.116,0.072,1
"Acp6",0.0786621101193545,0.513078585306807,0.219,0.16,1
"Ehd4",0.0790283587849196,0.623005864704317,0.163,0.094,1
"Haus7",0.0790283587849268,0.623005864704317,0.16,0.099,1
"Angptl2",0.0790519790902053,-0.905029567932003,0.044,0.088,1
"1500015A07Rik",0.0790751648370272,0.892926656123351,0.091,0.05,1
"Nadk",0.0791128424806092,0.28121142779651,0.558,0.453,1
"Rab32",0.0795642393536033,1.76739577403949,0.034,0.006,1
"Efcab5",0.0795642393536033,1.76739577403949,0.034,0.006,1
"Gm10710",0.0795642393536033,1.76739577403949,0.034,0.006,1
"4933406P04Rik",0.0795642393536033,1.76739577403949,0.034,0.006,1
"Twist2",0.0795642393536231,1.76739577403949,0.034,0.006,1
"Gm3892",0.0795642393536743,1.76739577403949,0.034,0.006,1
"Il1b",0.079564239353682,1.76739577403949,0.034,0.006,1
"B020010K11Rik",0.0795642393536861,1.76739577403949,0.034,0.006,1
"Gm47863",0.0795642393536951,1.76739577403949,0.034,0.006,1
"Gm3512",0.0795642393537125,1.76739577403949,0.034,0.006,1
"4930432K21Rik",0.0795642393537232,1.76739577403949,0.034,0.006,1
"1810044D09Rik",0.0795841238927913,1.12103272865419,0.06,0.028,1
"Zfp747",0.0796675538490209,0.919398867484542,0.088,0.033,1
"Gja4",0.0796675538490284,0.919398867484542,0.085,0.039,1
"Fzd9",0.0796675538490697,0.919398867484542,0.082,0.044,1
"Pkp2",0.0796675538490709,0.919398867484542,0.082,0.044,1
"Kcnj12",0.0797288689968825,0.904899297789427,0.088,0.044,1
"Frmd4b",0.0797436847672104,-0.480531739404093,0.188,0.254,1
"Zbtb26",0.0800015840575023,0.937320775481805,0.078,0.039,1
"Prcd",0.0803734707030914,0.53998527793642,0.223,0.127,1
"B430306N03Rik",0.0806785104286357,-2.13949482156903,0.003,0.022,1
"Kif20a",0.0806785104286491,-2.13949482156903,0.003,0.022,1
"En2",0.0806785104286497,-2.13949482156903,0.003,0.022,1
"Srpx",0.0806785104286868,-2.13949482156903,0.003,0.022,1
"Mpz",0.0806785104287055,-2.13949482156903,0.003,0.022,1
"Alpk2",0.0806785104287333,-2.13949482156903,0.003,0.022,1
"H2-Q4",0.0806785104287337,-2.13949482156903,0.003,0.022,1
"Gm35835",0.0806785104287605,-2.13949482156903,0.003,0.022,1
"Cdcp1",0.0806785104287659,-2.13949482156903,0.003,0.022,1
"Mogat1",0.080678510428808,-2.13949482156903,0.003,0.022,1
"Cacng1",0.0806785104288826,-2.13949482156903,0.003,0.022,1
"Rfwd3",0.0808827974378857,0.437247172347162,0.27,0.238,1
"Mob3a",0.0809161987108952,0.732630355878816,0.122,0.072,1
"Taf9b",0.0809202344601251,0.364271596304149,0.376,0.298,1
"Carns1",0.0809349595753996,-0.614033332596532,0.103,0.171,1
"Cep192",0.0809707234725419,1.05690239123448,0.066,0.028,1
"Ccdc191",0.0810295907910368,0.732630355878816,0.116,0.072,1
"2900009J06Rik",0.0810298471331747,0.732630355878816,0.119,0.066,1
"E130311K13Rik",0.0810729669438031,0.712947990017116,0.135,0.077,1
"Slc43a3",0.0813200442109551,-2.03995914801811,0.006,0.022,1
"BC065397",0.0815153453658907,1.5043613682057,0.038,0.011,1
"Gp1bb",0.0815606545993512,0.530356576738643,0.223,0.138,1
"Pwwp2b",0.0816217111849453,-0.40252922740282,0.27,0.331,1
"Ucp2",0.0817494688699973,-0.421049315373618,0.298,0.315,1
"Bud13",0.0818774492882293,0.80134310596283,0.107,0.066,1
"Smg8",0.0818811433278684,0.504361368205698,0.223,0.155,1
"Postn",0.0818863563562296,1.25282260120973,0.05,0.022,1
"Stox1",0.0820685582793725,1.18243327331834,0.053,0.022,1
"Sfmbt2",0.0820685582793726,1.18243327331834,0.053,0.022,1
"Pi4kb",0.0821228066061824,0.466886662787035,0.254,0.182,1
"Esam",0.0822036490371547,0.423441372822131,0.31,0.238,1
"Ddx19a",0.0824204689477993,0.450922109244238,0.26,0.227,1
"Krt9",0.0824238341325135,0.98978819537594,0.072,0.039,1
"Lrrc7",0.0824349918352843,0.411915119441103,0.326,0.243,1
"Arfip1",0.0826319686118305,0.417649735012368,0.304,0.227,1
"Mpzl3",0.0827368236729092,1.05690239123448,0.063,0.028,1
"Gm43566",0.0827368236729309,1.05690239123448,0.063,0.028,1
"Jade1",0.0830550947133994,0.324207234446499,0.461,0.348,1
"Nfkbie",0.0831696549612721,1.26989611456868,0.047,0.017,1
"Gal3st1",0.0832107664855049,-0.380834156303501,0.317,0.365,1
"Plcb2",0.0833063260256452,1.18243327331834,0.053,0.022,1
"Hilpda",0.0834141525305375,0.634945478015843,0.147,0.099,1
"Zfp446",0.0834435990487519,0.634945478015843,0.147,0.094,1
"Zfp983",0.0834484871883581,0.504361368205698,0.213,0.16,1
"Ngef",0.0834825133177738,0.212311700498528,0.937,0.79,1
"Mtif2",0.0837254169172568,0.504361368205698,0.223,0.177,1
"Plaat3",0.0838838055929315,-0.256522852866727,0.592,0.619,1
"Fzd6",0.0839311204033564,0.734974296347115,0.122,0.066,1
"Arl13b",0.0839311204139009,0.734974296347115,0.129,0.055,1
"Kbtbd8",0.0840922337401332,0.860505178430973,0.091,0.044,1
"Sqor",0.0840922337401335,0.860505178430973,0.091,0.044,1
"2810002D19Rik",0.0840922337401343,0.860505178430973,0.091,0.044,1
"Slc16a13",0.0840922337644582,0.860505178430973,0.088,0.05,1
"Efcc1",0.0842932527939141,-1.40252922740282,0.013,0.044,1
"Myof",0.0842932563504107,-1.40252922740282,0.016,0.039,1
"Cnksr3",0.0845296234076267,-0.817566726681664,0.069,0.094,1
"Slc30a7",0.0847449235457222,0.513639181793709,0.213,0.155,1
"Zfp868",0.0847861866210226,0.701807432411916,0.125,0.077,1
"Tchp",0.0847928603277066,0.701807432411916,0.122,0.077,1
"Zfand1",0.0849562827626686,0.379734713691953,0.345,0.26,1
"Serpinb1b",0.0851319060898869,-0.998138972323484,0.038,0.077,1
"Wfdc17",0.0852337617258898,1.76739577403949,0.031,0.006,1
"Gm26588",0.0852337617258904,1.76739577403949,0.031,0.006,1
"Col6a4",0.0852337617258904,1.76739577403949,0.031,0.006,1
"Dsn1",0.0852337617258909,1.76739577403949,0.031,0.006,1
"Smpd5",0.0852337617258909,1.76739577403949,0.031,0.006,1
"Wnk1",0.0852971309498204,0.179891078755883,0.821,0.762,1
"Gal3st4",0.0852971922273263,0.937320775481805,0.075,0.039,1
"Trim65",0.0852971922273274,0.937320775481805,0.075,0.039,1
"Upp1",0.0852971922273289,0.937320775481805,0.075,0.039,1
"Tap1",0.085297192267696,0.937320775481805,0.078,0.033,1
"Usp49",0.0853136127304263,0.679932932789153,0.132,0.083,1
"Ston2",0.0854191593654225,0.629892250289557,0.157,0.105,1
"Cutc",0.0854847340863518,0.709680276183205,0.132,0.072,1
"Cyp2s1",0.0854847347138645,0.709680276183205,0.122,0.088,1
"Jam3",0.0855493511467782,-0.291497915014076,0.464,0.547,1
"Epha8",0.0856183602853174,-0.721351411422361,0.078,0.138,1
"Rassf7",0.0857547914577412,1.40482569465478,0.041,0.011,1
"Gm14403",0.0857547914577652,1.40482569465478,0.041,0.011,1
"Stk32b",0.0857547914578106,1.40482569465478,0.041,0.011,1
"Atp7b",0.0857547914578319,1.40482569465478,0.041,0.011,1
"Dnah7b",0.0857547914579561,1.40482569465478,0.041,0.011,1
"Myo18b",0.0857547914580545,1.40482569465478,0.041,0.011,1
"Skap1",0.0857547914581117,1.40482569465478,0.041,0.011,1
"Cryga",0.0857547914581458,1.40482569465478,0.041,0.011,1
"Gstm7",0.0858388000059299,-0.398190291678483,0.288,0.315,1
"Mical1",0.0858738149293804,0.732630355878816,0.116,0.066,1
"Tnni1",0.0859964511252131,-0.56040888718454,0.138,0.188,1
"Tgfb2",0.0860238359114816,0.574750696097096,0.176,0.116,1
"Slc25a37",0.0860425821247028,0.455451767724752,0.288,0.188,1
"Tmem94",0.0862543699413707,0.414606715447369,0.335,0.243,1
"Pcm1",0.0862812898525415,0.481993555177244,0.245,0.171,1
"Cox8b",0.0864906643178468,-0.998138972323484,0.044,0.066,1
"Esco1",0.086662161815274,0.464833004019061,0.245,0.188,1
"Trp53i13",0.0867596877629486,0.767395774039492,0.11,0.066,1
"Ppcs",0.0869601794044631,0.536070227933036,0.194,0.133,1
"Pml",0.0870064509679489,0.574750696097096,0.179,0.105,1
"Pdzrn4",0.0870209296310179,0.870489267003595,0.088,0.044,1
"Hist2h2be",0.0870246476665206,0.870489267003595,0.085,0.044,1
"Itgb2",0.0870254204954665,0.870489267003595,0.088,0.039,1
"Swap70",0.0871265389369359,0.66242621443795,0.147,0.077,1
"Creld2",0.0871509092606065,0.375078351260732,0.351,0.276,1
"Cactin",0.0873947876816352,0.416230457927033,0.304,0.243,1
"Gm525",0.0874791519185978,1.98978819537594,0.025,0.006,1
"Msrb3",0.0874981244285812,0.80692413822613,0.103,0.05,1
"Zfp36",0.0876186925540098,1.01893454103546,0.066,0.033,1
"Zbtb25",0.0878067758066703,0.582971202902065,0.179,0.105,1
"Actr5",0.0883319280145178,0.615392680594442,0.15,0.099,1
"Triobp",0.0884118946302043,0.67428636964801,0.129,0.083,1
"Gpr75",0.0884123209617436,0.67428636964801,0.132,0.077,1
"BC049352",0.0888806307259443,-0.97803139887491,0.038,0.088,1
"Erlin1",0.0889804264054302,0.471939890513321,0.257,0.193,1
"Phf8",0.0890761017185182,0.451619906133725,0.248,0.199,1
"Nup107",0.0891121628874161,0.513639181793709,0.216,0.133,1
"Pak2",0.0891852060135683,0.279457727713201,0.533,0.431,1
"Ccbe1",0.089343052221808,1.12103272865419,0.056,0.028,1
"Wdr53",0.0894113490052113,0.487287854846757,0.232,0.149,1
"Arntl2",0.0899309563765861,1.10843269187456,0.056,0.022,1
"Msl3l2",0.0899949918893026,0.382966260691044,0.317,0.271,1
"Pdp2",0.0900004880991547,0.67428636964801,0.129,0.077,1
"Nkap",0.090048761200366,0.471939890513321,0.229,0.182,1
"A930015D03Rik",0.0900702126464474,0.960040851981888,0.072,0.033,1
"Adcy7",0.0900702126467143,0.960040851981888,0.072,0.033,1
"Zfp583",0.0900702126468722,0.960040851981888,0.072,0.033,1
"Pwwp2a",0.0902505915540253,0.480774547888082,0.229,0.182,1
"Rrp8",0.0905898033073741,0.623005864704317,0.15,0.099,1
"Pced1b",0.0906000180689218,0.960040851981888,0.069,0.033,1
"Spats1",0.0906000180690884,0.960040851981888,0.069,0.033,1
"Sipa1l3",0.0906393247305771,0.350377910632407,0.411,0.32,1
"Bco2",0.0906722353488632,1.05690239123448,0.06,0.028,1
"Ube2cbp",0.0906722353488632,1.05690239123448,0.06,0.028,1
"Gstcd",0.0906722353488634,1.05690239123448,0.06,0.028,1
"Pparg",0.0906722356981908,1.05690239123448,0.063,0.022,1
"Urb2",0.090704469727696,0.60564470404288,0.16,0.099,1
"Eps8l1",0.0908636591239654,0.767395774039492,0.103,0.072,1
"Akap10",0.0908817032973936,0.656364461650749,0.135,0.088,1
"Nos3",0.0910628535359192,0.60564470404288,0.163,0.099,1
