"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fam98c",8.4363319785085e-09,1.03312932947424,0.627,0.304,0.000272366977926147
"Suz12",8.44167469128009e-09,1.29371660685208,0.492,0.254,0.000272539467407978
"Dido1",8.49706482871433e-09,1.42344137282213,0.448,0.204,0.000274327737995042
"U2surp",8.50120690641756e-09,1.04579858129649,0.621,0.326,0.000274461464973691
"Psmb2",8.50363258177215e-09,0.631802812941476,0.897,0.768,0.000274539777902514
"Lhx2",8.51315152459906e-09,1.21570942819263,0.539,0.276,0.000274847096971681
"Alad",8.58388269869423e-09,1.55299614345657,0.414,0.166,0.000277130652927343
"Insyn1",8.63815569006716e-09,0.787823655737281,0.803,0.547,0.000278882856453818
"Egr3",8.66829483945571e-09,0.895621484201416,0.727,0.525,0.000279855898891828
"Rnf5",8.68660426664065e-09,0.618652089020402,0.871,0.751,0.000280447018748493
"Nog",8.88044663503425e-09,2.65373899224392,0.292,0.055,0.000286705219612081
"Rhot2",8.88056989312442e-09,0.884579313409831,0.708,0.459,0.000286709198999522
"Dnajc11",8.94182171103618e-09,1.02715504784043,0.624,0.348,0.000288686713940803
"Tmem42",8.95355809148129e-09,1.30217251759243,0.502,0.21,0.000289065622983474
"Lhfpl4",8.96069949551809e-09,0.899590386404362,0.702,0.481,0.000289296183212802
"Sp8",9.16667472570606e-09,3.17338813371533,0.226,0.033,0.00029594609351942
"Brd1",9.17117257565952e-09,1.33947698346392,0.476,0.227,0.000296091306605168
"Mog",9.18878907201849e-09,-0.885438839574123,0.658,0.801,0.000296660055190117
"Ten1",9.19028558004903e-09,0.897121947197708,0.683,0.486,0.000296708369951883
"Rgmb",9.27970823933026e-09,1.0372353577784,0.621,0.376,0.000299595380506777
"Cnot1",9.28475435863245e-09,0.826289463093061,0.765,0.525,0.000299758294468449
"Etf1",9.28764971494706e-09,0.963013643144802,0.671,0.392,0.000299851771047066
"Med15",9.28797111795048e-09,1.03987924339216,0.624,0.359,0.000299862147543031
"Cnot8",9.30669828173132e-09,1.01154871411475,0.618,0.398,0.000300466754025696
"Snrpa1",9.37852476582169e-09,1.0905107838773,0.58,0.331,0.000302785672064553
"Ganab",9.38172450146257e-09,0.829491895131405,0.749,0.503,0.000302888975529719
"Tnks1bp1",9.41368511221135e-09,1.53607022793304,0.429,0.16,0.000303920823847743
"Mosmo",9.42999187762888e-09,0.918175726215101,0.677,0.442,0.000304447287769248
"Zfp354c",9.5629428328918e-09,1.54183607362436,0.417,0.177,0.000308739609359912
"Htt",9.69408312974181e-09,0.938667201189321,0.668,0.431,0.000312973473843714
"Clcn6",9.75136001996763e-09,0.910590409867283,0.665,0.475,0.000314822658244655
"Coro2b",9.84303226405225e-09,0.710110033422275,0.853,0.669,0.000317782296644927
"Colgalt1",9.89955143431441e-09,1.13071823677418,0.542,0.32,0.000319607018056841
"Nipal3",1.00107540477634e-08,0.818231739455926,0.755,0.536,0.00032319719443204
"Mrpl49",1.0020198362418e-08,1.00428776507106,0.624,0.414,0.000323502104130666
"Sys1",1.0022790503407e-08,0.675556906974415,0.85,0.663,0.000323585791402494
"Bhlhe22",1.01286951756568e-08,2.23167679233819,0.307,0.072,0.00032700492374608
"Lrrc4",1.01940735815316e-08,1.20319183348513,0.53,0.298,0.000329115665579748
"Ppp1r3f",1.02072112902984e-08,1.54388973239234,0.417,0.155,0.000329539816507285
"Slc30a5",1.02775528518156e-08,1.23396357395842,0.502,0.26,0.000331810793820867
"Eml2",1.03058493595927e-08,0.898130250730891,0.708,0.47,0.000332724346574451
"Copg2",1.04059702707923e-08,1.00840387354329,0.633,0.398,0.00033595675019253
"Rars",1.04309277910762e-08,1.23607123692041,0.52,0.26,0.000336762503734894
"Vps13a",1.04545412857825e-08,1.52696279714283,0.417,0.171,0.000337524865411488
"Gm42418",1.06371076012029e-08,0.302043901221952,1,1,0.000343419018904837
"Nsg2",1.06727075120424e-08,0.58751869544454,0.987,0.851,0.000344568362026288
"Rbm15b",1.07290530649434e-08,1.12703503465924,0.571,0.287,0.000346387478201696
"Ssna1",1.08345336785673e-08,0.775523654922893,0.765,0.602,0.000349792919812545
"Htr2a",1.0838294747286e-08,1.36587941441427,0.48,0.221,0.000349914345916128
"Uqcc1",1.08898910719367e-08,1.20412834441765,0.53,0.271,0.000351580133257478
"Herpud1",1.09913507987795e-08,0.889386298418102,0.69,0.492,0.000354855760538598
"AI480526",1.10255615223756e-08,1.81470148881785,0.361,0.122,0.000355960253749896
"Khdrbs1",1.10845097268026e-08,0.747587292959312,0.815,0.669,0.000357863396529822
"Eif4a3",1.10859338979667e-08,0.856794859092599,0.708,0.481,0.000357909375895855
"Rragc",1.11668411395844e-08,0.861765724636891,0.712,0.475,0.000360521466191482
"Magi3",1.12290691501198e-08,1.56257598215099,0.404,0.177,0.000362530497511619
"Sec63",1.12679079115988e-08,0.906459811777044,0.668,0.436,0.000363784406925969
"Clec16a",1.13312667538872e-08,1.41216766999595,0.455,0.204,0.000365829947149249
"Fam53c",1.13383554803374e-08,1.16167471315154,0.552,0.287,0.000366058806682693
"Dnajc8",1.14231274843295e-08,0.662833956980306,0.846,0.691,0.000368795670831578
"Adk",1.1652590163632e-08,0.855451950704688,0.727,0.503,0.000376203873432859
"Vegfa",1.17889972828572e-08,0.889583213048981,0.702,0.425,0.000380607777277044
"Ehbp1",1.18098004542622e-08,1.32378912256388,0.473,0.238,0.000381279407665856
"Tcea1",1.18998263324101e-08,0.778666886374512,0.781,0.558,0.000384185893141859
"Ap3s2",1.19096783351764e-08,1.16225539138071,0.53,0.315,0.00038450396505117
"Acaca",1.20876070897803e-08,1.35902200504166,0.461,0.238,0.000390248394893559
"Spg7",1.21220062809171e-08,0.949524325162213,0.652,0.392,0.000391358972779409
"Synpo",1.21499302903589e-08,0.854331410810773,0.727,0.525,0.000392260499424236
"Map1s",1.23530057694932e-08,0.931371509150618,0.649,0.453,0.000398816791268087
"Mboat2",1.2414266897606e-08,1.15566636375555,0.542,0.293,0.00040079460678921
"Prpf4b",1.24232734408708e-08,0.877741883356277,0.687,0.497,0.000401085383038513
"Itpka",1.2424290935753e-08,0.807697138764062,0.806,0.685,0.000401118232860785
"Eif4enif1",1.24261062174762e-08,1.09437709665314,0.574,0.309,0.000401176839231219
"Cmip",1.24565142071709e-08,1.57289274987651,0.404,0.171,0.000402158561178512
"Tada2a",1.24704001413374e-08,1.68796130654509,0.379,0.138,0.000402606868563077
"Map3k4",1.25267903199224e-08,1.2633532687019,0.489,0.249,0.000404427425478696
"Chrna4",1.25491601374957e-08,1.74467569753941,0.351,0.16,0.000405149635039049
"Ano8",1.25516158843743e-08,0.985660309753264,0.639,0.392,0.000405228918827024
"Plekha1",1.26082774536385e-08,1.06213903960062,0.614,0.354,0.000407058237590718
"Dhx15",1.26685349139121e-08,0.746674483665406,0.799,0.58,0.000409003649695651
"Senp2",1.27364348790082e-08,0.835372567855499,0.737,0.486,0.000411195800068778
"Zfr2",1.2808841946576e-08,1.33715586811698,0.47,0.238,0.000413533462245205
"Lrrtm2",1.28401308608172e-08,1.05690239123448,0.611,0.343,0.000414543624841483
"Zfp622",1.29084428115997e-08,1.11117459014851,0.577,0.326,0.000416749076172497
"Tbc1d30",1.2965398284108e-08,1.17278310328462,0.552,0.287,0.000418587883602427
"0610009B22Rik",1.2978818235899e-08,1.15680746564284,0.549,0.287,0.000419021146746001
"Slc17a6",1.30420286868241e-08,2.44546767915213,0.279,0.061,0.000421061896154117
"Ep400",1.31037645968567e-08,1.11938110278303,0.555,0.326,0.000423055040009517
"Tac2",1.31070364377844e-08,2.43793400646672,0.26,0.094,0.00042316067139387
"Cars",1.32110657129874e-08,1.3557648762039,0.47,0.215,0.000426519256543799
"Dnajb14",1.33011818653314e-08,0.959457119406298,0.636,0.398,0.000429428656522224
"Wrnip1",1.34304544942791e-08,1.07418038266631,0.564,0.354,0.000433602223347802
"Gtf2a2",1.34459735069657e-08,0.842848002468958,0.712,0.536,0.000434103254672389
"Smpd4",1.35113699708633e-08,1.13285124446778,0.555,0.326,0.000436214579509322
"Capn5",1.35364682168279e-08,1.57266738159661,0.401,0.16,0.000437024876380287
"Meis3",1.3712628978664e-08,1.07280878214384,0.596,0.315,0.000442712226576166
"1110038F14Rik",1.37127922920041e-08,1.16040696698834,0.53,0.287,0.000442717499147352
"Timm22",1.37208212427374e-08,0.767395774039492,0.799,0.58,0.000442976713821776
"St6galnac5",1.37346129952215e-08,1.16831216507368,0.545,0.282,0.000443421980550727
"Nova2",1.3835361723262e-08,1.03043017987329,0.592,0.359,0.000446674653235514
"Inha",1.40957096088731e-08,1.19383803659059,0.514,0.271,0.000455079984722469
"Foxred1",1.41129856743559e-08,1.41509403010861,0.448,0.182,0.000455637742496579
"Grin3a",1.41307741783519e-08,1.65373899224392,0.398,0.138,0.000456212044348092
"Baz2a",1.41309289888937e-08,1.57070386303439,0.404,0.149,0.000456217042406432
"Gpatch8",1.41370452248209e-08,1.12625043792521,0.536,0.309,0.000456414505083341
"Cc2d1a",1.41607363278291e-08,1.19950678667728,0.511,0.276,0.000457179372343963
"Spr",1.41673416007448e-08,1.10635088048751,0.555,0.326,0.000457392623580045
"Osbpl6",1.41932913306349e-08,1.25041006713434,0.502,0.238,0.000458230410609548
"Cul7",1.42393411772017e-08,1.60327639427839,0.392,0.144,0.000459717129905958
"Tmsb15b2",1.42969398405632e-08,1.39188663894729,0.455,0.215,0.000461576702752583
"Tmem208",1.43364587458282e-08,0.858390306260085,0.687,0.497,0.000462852570609064
"Synj2",1.43392723447925e-08,1.53522233191046,0.408,0.177,0.000462943407651625
"Dlgap3",1.44315543475391e-08,0.619650158140107,0.928,0.823,0.000465922732110298
"Timm44",1.45115050007047e-08,0.94003516017884,0.649,0.453,0.000468503938947751
"4932438A13Rik",1.47085940528657e-08,0.911028462498662,0.674,0.464,0.000474866958996768
"Aar2",1.47412068084202e-08,1.055321355415,0.596,0.315,0.000475919861809845
"Snapc4",1.47853265018366e-08,1.64186489195563,0.386,0.155,0.000477344266111795
"Ncl",1.4792345912815e-08,0.56642233633795,0.947,0.818,0.000477570887795233
"Sertm1",1.48005878028211e-08,2.40850135279818,0.292,0.061,0.00047783697721408
"Gstz1",1.49356756291242e-08,1.34163186816759,0.455,0.215,0.000482198287686273
"Smu1",1.49407825014439e-08,0.861262697503714,0.687,0.459,0.000482363163059116
"Rnf24",1.50361093888954e-08,1.36349883236585,0.473,0.21,0.000485440791620488
"Rpn2",1.50641283740398e-08,0.669912785265819,0.878,0.702,0.000486345384555875
"Nol7",1.51560148199408e-08,0.661480012518953,0.868,0.68,0.000489311938461789
"Mrps18b",1.52990419249753e-08,1.09941268655044,0.577,0.298,0.000493929568547827
"Sptlc1",1.53039234453082e-08,1.3900286927267,0.455,0.204,0.000494087168431777
"Fbxl5",1.53204998979854e-08,0.810723205703593,0.755,0.558,0.00049462233920646
"Cisd2",1.53894922047091e-08,0.845977798015173,0.699,0.47,0.000496849755829032
"Pusl1",1.53928591990387e-08,1.4284125149724,0.426,0.193,0.000496958459240964
"Hmg20a",1.540676569661e-08,1.01196498622062,0.596,0.376,0.000497407430515054
"Mrpl38",1.54158132722161e-08,0.935793305735211,0.652,0.448,0.000497699531493498
"Uri1",1.54890761171231e-08,1.08253470326422,0.549,0.331,0.00050006482244132
"Yy1",1.55312279881277e-08,0.980302986712501,0.633,0.414,0.000501425695596704
"Sdk2",1.55375994192832e-08,2.61781941798898,0.282,0.055,0.000501631397251559
"Hs3st1",1.56500432431601e-08,1.46073443580544,0.461,0.171,0.000505261646105423
"Ncbp2",1.56745324947091e-08,0.814371390420141,0.737,0.508,0.000506052281591684
"Arcn1",1.56977382945229e-08,0.847769190503512,0.705,0.486,0.00050680148083867
"Mphosph8",1.58767606670309e-08,1.02620559401156,0.608,0.348,0.000512581218135091
"Pcdh20",1.59704381700821e-08,2.16225539138071,0.301,0.088,0.000515605596321101
"Pin4",1.60403482400943e-08,0.683417381400139,0.843,0.63,0.000517862642931446
"Pet100",1.61518675799607e-08,0.694639431604178,0.837,0.696,0.000521463044819032
"Jup",1.62081385894876e-08,1.02176058511422,0.611,0.398,0.000523279754361607
"Zc3h7a",1.62734052866665e-08,1.44693308815663,0.426,0.193,0.000525386889680027
"Pvalb",1.63291909668594e-08,1.13581696125072,0.762,0.602,0.000527187930365055
"Nsd2",1.64594526861762e-08,0.927176218076262,0.652,0.442,0.000531393429973199
"Spns2",1.64992603009541e-08,1.17630717052149,0.514,0.254,0.000532678618816305
"Fcho1",1.65939892782002e-08,0.931281859000464,0.69,0.453,0.000535736943846693
"Nudt9",1.6651183898774e-08,0.815650942646713,0.724,0.547,0.000537583472171919
"Cyp46a1",1.66711165437668e-08,0.683627416346895,0.918,0.729,0.000538226997615511
"Pop4",1.67064354707806e-08,1.14926640938314,0.53,0.304,0.000539367269174152
"Ncln",1.67385543156009e-08,0.983772779958169,0.627,0.403,0.000540404226079176
"Arhgef9",1.68412223105153e-08,0.579047300678312,0.956,0.762,0.000543718862294985
"Nr4a1",1.68956023984738e-08,1.46959595004502,0.417,0.204,0.000545474523434725
"Cpsf4",1.70891914830004e-08,2.30581568882362,0.301,0.072,0.000551724547028668
"Noc2l",1.71497487518154e-08,0.833629472439579,0.727,0.497,0.000553679638452362
"Poc5",1.75653908613026e-08,1.35235827476065,0.451,0.232,0.000567098643957155
"Sdf2",1.7601785828116e-08,0.759080505827488,0.743,0.552,0.000568273655460724
"Creld1",1.76883603382225e-08,0.822890886631196,0.752,0.536,0.000571068713519514
"Adcyap1",1.77063158870024e-08,4.39188663894729,0.317,0.017,0.000571648408411872
"Cort",1.77662465453657e-08,2.45545176772475,0.276,0.061,0.000573583269717132
"Chst10",1.79992181815326e-08,0.998175980868659,0.624,0.359,0.000581104758990779
"Plrg1",1.80489872675177e-08,1.43221158244986,0.442,0.182,0.000582711553931809
"Cdk4",1.80745931525841e-08,0.900290044536838,0.677,0.436,0.000583538239931179
"Rbm18",1.82001607869813e-08,0.941132389431824,0.683,0.414,0.000587592191007692
"Spns1",1.82079521486483e-08,0.906646960075694,0.655,0.459,0.000587843735119111
"Frmpd4",1.83470273390345e-08,1.01503887249135,0.596,0.354,0.00059233377764073
"Mrpl50",1.84654359093083e-08,1.13460474822772,0.536,0.309,0.000596156598332018
"Zrsr1",1.84833679434491e-08,1.0286279372393,0.583,0.359,0.000596735534054256
"Rasa1",1.8596490202466e-08,1.16027162339418,0.545,0.315,0.000600387686186615
"Rims2",1.86412310668106e-08,0.993904303848172,0.618,0.387,0.00060183214499198
"Zcchc14",1.87427203876092e-08,1.02157926229102,0.627,0.392,0.000605108727713962
"Hcfc2",1.88077415953505e-08,1.68200428280885,0.37,0.133,0.000607207937405892
"Tkt",1.89028103712032e-08,0.651918556619556,0.881,0.713,0.000610277232834296
"Ctps",1.91515626293288e-08,1.08206631478857,0.586,0.365,0.000618308199487879
"Znrd2",1.92380849318636e-08,0.843709935887996,0.734,0.503,0.000621101572025217
"Asap2",1.94180185868143e-08,1.65120275653497,0.376,0.149,0.000626910730075301
"Acin1",1.95225908338282e-08,0.972013493647964,0.643,0.387,0.000630286845070142
"Qars",1.98107901388833e-08,0.983124465094929,0.611,0.37,0.000639591359633846
"Mlec",1.98218251537601e-08,0.95349206615295,0.614,0.376,0.000639947625089146
"Gtf3c6",1.98606747222372e-08,1.17650843936123,0.52,0.293,0.000641201883407429
"Snrnp25",1.99203412314187e-08,1.24331551546536,0.495,0.238,0.000643128216656353
"Cyth1",1.99490420957723e-08,0.833586053733959,0.727,0.486,0.000644054824062008
"Car12",1.99882013222479e-08,-1.6843001958182,0.138,0.315,0.000645319079688773
"Tgfa",2.00748019693815e-08,-1.01855378441484,0.386,0.602,0.000648114981581483
"Fam91a1",2.01829094248679e-08,1.07418038266631,0.574,0.337,0.000651605230781859
"Rnf38",2.03832698219888e-08,1.45296221569905,0.426,0.188,0.000658073866202908
"Clvs2",2.03966005910734e-08,1.36213929555323,0.451,0.21,0.000658504250082806
"Rragd",2.06760490734524e-08,0.915675781441825,0.762,0.508,0.000667526244336409
"Mllt1",2.07563980706153e-08,1.17162651836175,0.505,0.287,0.000670120311709814
"Spout1",2.08065729985677e-08,1.2239099092945,0.517,0.232,0.000671740209258759
"Zfp638",2.11065257846643e-08,0.932785421099452,0.646,0.453,0.000681424184957888
"Tesk1",2.12230009089156e-08,0.772529925510929,0.781,0.564,0.00068518458434434
"Slc18b1",2.12515597532515e-08,1.77698182286869,0.357,0.116,0.000686106606633725
"Vps4b",2.13322827155927e-08,0.873105215210607,0.668,0.47,0.000688712747472911
"Kifc3",2.13698107989287e-08,1.14121061059182,0.545,0.304,0.000689924341643414
"Ing1",2.13923047439602e-08,1.23946421835471,0.495,0.249,0.000690650558658754
"Zfyve27",2.14540051585825e-08,1.16137165779051,0.53,0.309,0.000692642556544837
"Kctd6",2.16029340025662e-08,1.23386151212534,0.508,0.232,0.00069745072427285
"Twf2",2.17001053882136e-08,1.06905147390059,0.567,0.365,0.000700587902458477
"Exoc5",2.17738174013535e-08,0.969439549984138,0.624,0.42,0.000702967694802697
"Slc38a7",2.18864671575518e-08,1.74947386604223,0.351,0.127,0.000706604592181561
"Eif3b",2.19073925465039e-08,0.728792934815745,0.787,0.613,0.000707280168363878
"Thyn1",2.1945866343838e-08,1.02016184441946,0.608,0.337,0.000708522294910809
"Agpat5",2.19813214336729e-08,0.875109591339746,0.705,0.453,0.000709666962486129
"Mrps2",2.20658444466373e-08,1.34862555588432,0.458,0.199,0.000712395787959686
"Cramp1l",2.20809466789113e-08,1.7872953314772,0.357,0.122,0.000712883363528651
"Cacng5",2.21229659236257e-08,1.8704892670036,0.329,0.166,0.000714239954844255
"Fam32a",2.21981036961533e-08,0.79910463376683,0.734,0.519,0.000716665777830309
"Wdr83os",2.23326478054065e-08,0.625581479354125,0.868,0.746,0.000721009534397547
"Cgrrf1",2.24504066261856e-08,1.18843201393978,0.511,0.265,0.000724811377926402
"Edc3",2.28636224711296e-08,1.6242708319409,0.376,0.144,0.000738152051480418
"Rab11fip2",2.28740060414317e-08,1.12584974495197,0.549,0.304,0.000738487285047622
"Sugt1",2.29243136090449e-08,0.789338326920169,0.749,0.569,0.000740111464868014
"Copz1",2.29909859999131e-08,0.760090973416259,0.787,0.613,0.000742263983007193
"Sf3a1",2.30976811604504e-08,0.877404778819915,0.68,0.47,0.000745708636265142
"Psme4",2.31102938015195e-08,1.28882261791031,0.476,0.232,0.000746115835382058
"Trappc10",2.32636653896912e-08,1.05690239123448,0.564,0.376,0.00075106743710618
"Bbs1",2.32689534445284e-08,1.66430228107539,0.379,0.144,0.000751238161956599
"Tmem248",2.32946351551604e-08,1.05690239123448,0.561,0.331,0.000752067295984354
"Zswim1",2.33201440485519e-08,1.26816314734422,0.464,0.26,0.000752890850607497
"Cobl",2.33390105779627e-08,0.996115815347951,0.614,0.453,0.000753499956509525
"Mfsd11",2.35201016448352e-08,1.18823889499954,0.514,0.26,0.000759346481603506
"Kctd10",2.35438893630581e-08,1.11069751971942,0.545,0.298,0.000760114468086329
"Bbs4",2.41486882706671e-08,1.03658240685488,0.574,0.348,0.000779640400818487
"Ntpcr",2.41556830743946e-08,1.12375736599073,0.539,0.309,0.000779866228056829
"Pex6",2.42762611314538e-08,1.01201814275941,0.583,0.392,0.000783759090628984
"Cript",2.43323815249932e-08,0.700900362252585,0.815,0.624,0.000785570937534407
"Dclk2",2.43417376901242e-08,0.973846651506919,0.665,0.459,0.000785873001325661
"AW549877",2.45745114993483e-08,0.992051246884509,0.602,0.365,0.00079338810375646
"Zfp385a",2.46540419125791e-08,0.899078883104946,0.699,0.486,0.000795955743147615
"Prrg3",2.46702022758352e-08,1.77698182286869,0.354,0.127,0.000796477480475338
"Plaa",2.4823913430315e-08,1.32133137914002,0.451,0.232,0.000801440045097719
"Exoc3",2.50042102366859e-08,0.828037125379328,0.683,0.497,0.000807260927491404
"Paqr9",2.51219069096452e-08,1.07302205659775,0.561,0.354,0.000811060764577894
"Adrm1",2.52456143362386e-08,0.80070186065667,0.74,0.481,0.000815054658845463
"Scn3b",2.55522206478932e-08,0.868679109876674,0.712,0.541,0.000824953443617233
"Phtf1",2.5663550257304e-08,1.1373453837898,0.524,0.276,0.000828547720057059
"Zbtb45",2.56878139301598e-08,1.20551688643138,0.495,0.282,0.000829331072735209
"Rexo1",2.57484559904548e-08,1.14061309762371,0.545,0.265,0.000831288901651832
"Folr1",2.57608782277809e-08,-3.52806010948668,0.031,0.138,0.000831689953583907
"Ncoa2",2.58755302892499e-08,0.948799783925101,0.639,0.398,0.000835391495388434
"Col4a3bp",2.59467343136813e-08,0.926594368888746,0.665,0.387,0.0008376903173172
"Sh3rf2",2.60312135708284e-08,-2.34808144338044,0.05,0.215,0.000840417730134194
"Wdr11",2.61589535929627e-08,1.18833387475802,0.514,0.249,0.000844541816748802
"Pcgf3",2.63563660245718e-08,1.32828413978179,0.455,0.215,0.0008509152771033
"Tmem218",2.6369271799624e-08,1.35962627522469,0.429,0.227,0.00085133194005086
"Abcd2",2.64362366207055e-08,1.31488356934199,0.47,0.238,0.000853493899299478
"Epha4",2.64858905470225e-08,0.868720484001367,0.712,0.58,0.00085509697631062
"Eps15l1",2.64959239675703e-08,1.07280878214384,0.561,0.331,0.000855420905293007
"Cmc2",2.65143484071432e-08,1.2839712997804,0.467,0.227,0.000856015738324617
